inn_bat,name,mnum,rs,four,six,out,bowf,inn_bow,rc,balb,wkt,season,type,date,city,teams,team_nm,pts_for_thrty,pts_for_fifty,pts_for_hundy,pts_for_ducky,pts_for_3w,pts_for_4w,pts_for_5w,bow_econ,pts_for_bow_econ,bat_pts,bow_pts,pts_crickpe
2,RA Tripathi,4,0.0,0.0,0.0,1.0,2.0,,,,,2023,T20,2023_04_02,Hyderabad,Rajasthan Royals_v_Sunrisers Hyderabad,Sunrisers Hyderabad,0,0,0,-2,0,0,0,,0.0,-2.0,0.0,-2.0
2,GD Phillips,4,8.0,0.0,1.0,1.0,6.0,,,,,2023,T20,2023_04_02,Hyderabad,Rajasthan Royals_v_Sunrisers Hyderabad,Sunrisers Hyderabad,0,0,0,0,0,0,0,,0.0,10.0,0.0,10.0
1,Arshad Khan,5,15.0,0.0,1.0,0.0,9.0,2.0,24.0,14.0,1.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,10.285714285714286,0.0,17.0,25.0,42.0
1,C Green,5,5.0,1.0,0.0,1.0,4.0,2.0,30.0,12.0,1.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,15.0,0.0,6.0,25.0,31.0
1,HR Shokeen,5,5.0,1.0,0.0,1.0,3.0,2.0,17.0,6.0,0.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,17.0,0.0,6.0,0.0,6.0
1,Ishan Kishan,5,10.0,2.0,0.0,1.0,13.0,,,,,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,,0.0,12.0,0.0,12.0
1,N Wadhera,5,21.0,1.0,2.0,1.0,13.0,,,,,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,,0.0,26.0,0.0,26.0
1,RG Sharma,5,1.0,0.0,0.0,1.0,10.0,,,,,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,,0.0,1.0,0.0,1.0
1,SA Yadav,5,15.0,1.0,0.0,1.0,16.0,,,,,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,,0.0,16.0,0.0,16.0
1,TH David,5,4.0,0.0,0.0,1.0,7.0,,,,,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,,0.0,4.0,0.0,4.0
1,Tilak Varma,5,84.0,9.0,4.0,0.0,45.0,,,,,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,4,8,0,0,0,0,0,,0.0,113.0,0.0,113.0
1,PP Chawla,5,,,,,,2.0,26.0,24.0,0.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,6.5,0.0,0.0,0.0,0.0
1,JP Behrendorff,5,,,,,,2.0,37.0,18.0,0.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,12.333333333333334,0.0,0.0,0.0,0.0
1,JC Archer,5,,,,,,2.0,33.0,24.0,0.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Mumbai Indians,0,0,0,0,0,0,0,8.25,0.0,0.0,0.0,0.0
2,Mohammed Siraj,5,,,,,,1.0,15.0,24.0,1.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Royal Challengers Bangalore,0,0,0,0,0,0,0,3.75,0.0,0.0,25.0,25.0
2,MG Bracewell,5,,,,,,1.0,16.0,12.0,1.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Royal Challengers Bangalore,0,0,0,0,0,0,0,8.0,0.0,0.0,25.0,25.0
2,KV Sharma,5,,,,,,1.0,31.0,24.0,2.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Royal Challengers Bangalore,0,0,0,0,0,0,0,7.75,0.0,0.0,50.0,50.0
2,GJ Maxwell,5,12.0,0.0,2.0,0.0,3.0,1.0,15.0,6.0,0.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Royal Challengers Bangalore,0,0,0,0,0,0,0,15.0,0.0,16.0,0.0,16.0
2,Akash Deep,5,,,,,,1.0,29.0,18.0,1.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Royal Challengers Bangalore,0,0,0,0,0,0,0,9.666666666666666,0.0,0.0,25.0,25.0
2,V Kohli,5,82.0,6.0,5.0,0.0,49.0,,,,,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Royal Challengers Bangalore,4,8,0,0,0,0,0,,0.0,110.0,0.0,110.0
2,KD Karthik,5,0.0,0.0,0.0,1.0,3.0,,,,,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Royal Challengers Bangalore,0,0,0,-2,0,0,0,,0.0,-2.0,0.0,-2.0
2,F du Plessis,5,73.0,5.0,6.0,1.0,43.0,,,,,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Royal Challengers Bangalore,4,8,0,0,0,0,0,,0.0,102.0,0.0,102.0
2,HV Patel,5,,,,,,1.0,40.0,24.0,1.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Royal Challengers Bangalore,0,0,0,0,0,0,0,10.0,0.0,0.0,25.0,25.0
2,RJW Topley,5,,,,,,1.0,14.0,12.0,1.0,2023,T20,2023_04_02,Bengaluru,Mumbai Indians_v_Royal Challengers Bangalore,Royal Challengers Bangalore,0,0,0,0,0,0,0,7.0,0.0,0.0,25.0,25.0
1,AT Rayudu,6,27.0,2.0,2.0,0.0,14.0,,,,,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,0,0,0,0,0,0,0,,0.0,33.0,0.0,33.0
1,BA Stokes,6,8.0,1.0,0.0,1.0,8.0,2.0,18.0,6.0,0.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,0,0,0,0,0,0,0,18.0,0.0,9.0,0.0,9.0
1,DP Conway,6,47.0,5.0,2.0,1.0,28.0,,,,,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,4,0,0,0,0,0,0,,0.0,60.0,0.0,60.0
1,MJ Santner,6,1.0,0.0,0.0,0.0,1.0,2.0,21.0,24.0,1.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,0,0,0,0,0,0,0,5.25,0.5,1.0,25.5,26.5
1,MM Ali,6,19.0,3.0,0.0,1.0,13.0,2.0,25.0,24.0,4.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,0,0,0,0,4,8,0,6.25,0.0,22.0,112.0,134.0
1,MS Dhoni,6,12.0,0.0,2.0,1.0,3.0,,,,,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,0,0,0,0,0,0,0,,0.0,16.0,0.0,16.0
1,RA Jadeja,6,3.0,0.0,0.0,1.0,6.0,2.0,14.0,6.0,0.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,0,0,0,0,0,0,0,14.0,0.0,3.0,0.0,3.0
1,RD Gaikwad,6,57.0,3.0,4.0,1.0,31.0,,,,,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,4,8,0,0,0,0,0,,0.0,80.0,0.0,80.0
1,S Dube,6,27.0,1.0,3.0,1.0,16.0,,,,,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,0,0,0,0,0,0,0,,0.0,34.0,0.0,34.0
1,RS Hangargekar,6,,,,,,2.0,21.0,12.0,0.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,0,0,0,0,0,0,0,10.5,0.0,0.0,0.0,0.0
1,TU Deshpande,6,,,,,,2.0,38.0,24.0,2.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,0,0,0,0,0,0,0,9.5,0.0,0.0,50.0,50.0
1,DL Chahar,6,,,,,,2.0,50.0,24.0,0.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Chennai Super Kings,0,0,0,0,0,0,0,12.5,0.0,0.0,0.0,0.0
2,Ravi Bishnoi,6,,,,,,1.0,27.0,24.0,3.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,0,0,0,0,4,0,0,6.75,0.0,0.0,79.0,79.0
2,Avesh Khan,6,,,,,,1.0,34.0,18.0,1.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,0,0,0,0,0,0,0,11.333333333333334,0.0,0.0,25.0,25.0
2,N Pooran,6,32.0,2.0,3.0,1.0,18.0,,,,,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,4,0,0,0,0,0,0,,0.0,44.0,0.0,44.0
2,MP Stoinis,6,21.0,0.0,1.0,1.0,18.0,,,,,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,0,0,0,0,0,0,0,,0.0,23.0,0.0,23.0
2,K Gowtham,6,17.0,0.0,1.0,0.0,10.0,1.0,20.0,6.0,0.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,0,0,0,0,0,0,0,20.0,0.0,19.0,0.0,19.0
2,KR Mayers,6,53.0,8.0,2.0,1.0,20.0,1.0,15.0,12.0,0.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,4,8,0,0,0,0,0,7.5,0.0,77.0,0.0,77.0
2,KL Rahul,6,20.0,2.0,0.0,1.0,18.0,,,,,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,0,0,0,0,0,0,0,,0.0,22.0,0.0,22.0
2,KH Pandya,6,9.0,0.0,1.0,1.0,9.0,1.0,21.0,12.0,0.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,0,0,0,0,0,0,0,10.5,0.0,11.0,0.0,11.0
2,DJ Hooda,6,2.0,0.0,0.0,1.0,6.0,,,,,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,0,0,0,0,0,0,0,,0.0,2.0,0.0,2.0
2,A Badoni,6,23.0,0.0,0.0,1.0,18.0,,,,,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,0,0,0,0,0,0,0,,0.0,23.0,0.0,23.0
2,MA Wood,6,10.0,1.0,1.0,0.0,3.0,1.0,49.0,24.0,3.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,0,0,0,0,4,0,0,12.25,0.0,13.0,79.0,92.0
2,Yash Thakur,6,,,,,,1.0,35.0,24.0,0.0,2023,T20,2023_04_03,Chennai,Chennai Super Kings_v_Lucknow Super Giants,Lucknow Super Giants,0,0,0,0,0,0,0,8.75,0.0,0.0,0.0,0.0
1,A Nortje,7,4.0,1.0,0.0,0.0,2.0,2.0,37.0,24.0,2.0,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,0,0,0,0,0,0,0,9.25,0.0,5.0,50.0,55.0
1,AR Patel,7,36.0,2.0,3.0,1.0,22.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,4,0,0,0,0,0,0,,0.0,48.0,0.0,48.0
1,Abishek Porel,7,20.0,0.0,2.0,1.0,11.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,0,0,0,0,0,0,0,,0.0,24.0,0.0,24.0
1,Aman Hakim Khan,7,8.0,0.0,1.0,1.0,8.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,0,0,0,0,0,0,0,,0.0,10.0,0.0,10.0
1,DA Warner,7,37.0,7.0,0.0,1.0,32.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,4,0,0,0,0,0,0,,0.0,48.0,0.0,48.0
1,Kuldeep Yadav,7,1.0,0.0,0.0,0.0,1.0,2.0,17.0,18.0,0.0,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,0,0,0,0,0,0,0,5.666666666666667,0.6666666666666666,1.0,0.6666666666666666,1.6666666666666665
1,MR Marsh,7,4.0,1.0,0.0,1.0,4.0,2.0,23.0,19.0,1.0,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,0,0,0,0,0,0,0,7.2631578947368425,0.0,5.0,25.0,30.0
1,PP Shaw,7,7.0,1.0,0.0,1.0,5.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,0,0,0,0,0,0,0,,0.0,8.0,0.0,8.0
1,RR Rossouw,7,0.0,0.0,0.0,1.0,1.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,0,0,0,-2,0,0,0,,0.0,-2.0,0.0,-2.0
1,SN Khan,7,30.0,2.0,0.0,1.0,34.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,4,0,0,0,0,0,0,,0.0,36.0,0.0,36.0
1,Mukesh Kumar,7,,,,,,2.0,41.0,24.0,0.0,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,0,0,0,0,0,0,0,10.25,0.0,0.0,0.0,0.0
1,KK Ahmed,7,,,,,,2.0,37.0,24.0,1.0,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Delhi Capitals,0,0,0,0,0,0,0,9.25,0.0,0.0,25.0,25.0
2,Mohammed Shami,7,,,,,,1.0,31.0,24.0,3.0,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Gujarat Titans,0,0,0,0,4,0,0,7.75,0.0,0.0,79.0,79.0
2,J Little,7,,,,,,1.0,27.0,24.0,0.0,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Gujarat Titans,0,0,0,0,0,0,0,6.75,0.0,0.0,0.0,0.0
2,AS Joseph,7,,,,,,1.0,28.0,24.0,2.0,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Gujarat Titans,0,0,0,0,0,0,0,7.0,0.0,0.0,50.0,50.0
2,DA Miller,7,31.0,2.0,2.0,0.0,16.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Gujarat Titans,4,0,0,0,0,0,0,,0.0,41.0,0.0,41.0
2,V Shankar,7,29.0,3.0,0.0,1.0,23.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Gujarat Titans,0,0,0,0,0,0,0,,0.0,32.0,0.0,32.0
2,Shubman Gill,7,14.0,3.0,0.0,1.0,12.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Gujarat Titans,0,0,0,0,0,0,0,,0.0,17.0,0.0,17.0
2,HH Pandya,7,5.0,1.0,0.0,1.0,3.0,1.0,18.0,18.0,0.0,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Gujarat Titans,0,0,0,0,0,0,0,6.0,0.0,6.0,0.0,6.0
2,Rashid Khan,7,,,,,,1.0,31.0,24.0,3.0,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Gujarat Titans,0,0,0,0,4,0,0,7.75,0.0,0.0,79.0,79.0
2,B Sai Sudharsan,7,62.0,4.0,2.0,0.0,48.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Gujarat Titans,4,8,0,0,0,0,0,,0.0,82.0,0.0,82.0
2,WP Saha,7,14.0,2.0,1.0,1.0,7.0,,,,,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Gujarat Titans,0,0,0,0,0,0,0,,0.0,18.0,0.0,18.0
2,Yash Dayal,7,,,,,,1.0,12.0,6.0,0.0,2023,T20,2023_04_04,Delhi,Delhi Capitals_v_Gujarat Titans,Gujarat Titans,0,0,0,0,0,0,0,12.0,0.0,0.0,0.0,0.0
1,JM Sharma,8,27.0,2.0,1.0,1.0,16.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Punjab Kings,0,0,0,0,0,0,0,,0.0,31.0,0.0,31.0
1,M Shahrukh Khan,8,11.0,1.0,0.0,1.0,9.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Punjab Kings,0,0,0,0,0,0,0,,0.0,12.0,0.0,12.0
1,P Simran Singh,8,60.0,7.0,3.0,1.0,34.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Punjab Kings,4,8,0,0,0,0,0,,0.0,85.0,0.0,85.0
1,PBB Rajapaksa,8,1.0,0.0,0.0,0.0,1.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Punjab Kings,0,0,0,0,0,0,0,,0.0,1.0,0.0,1.0
1,S Dhawan,8,86.0,9.0,3.0,1.0,56.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Punjab Kings,4,8,0,0,0,0,0,,0.0,113.0,0.0,113.0
1,SM Curran,8,1.0,0.0,0.0,0.0,2.0,2.0,44.0,24.0,1.0,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Punjab Kings,0,0,0,0,0,0,0,11.0,0.0,1.0,25.0,26.0
1,Sikandar Raza,8,1.0,0.0,0.0,1.0,2.0,2.0,18.0,12.0,0.0,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Punjab Kings,0,0,0,0,0,0,0,9.0,0.0,1.0,0.0,1.0
1,RD Chahar,8,,,,,,2.0,31.0,24.0,0.0,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Punjab Kings,0,0,0,0,0,0,0,7.75,0.0,0.0,0.0,0.0
1,NT Ellis,8,,,,,,2.0,30.0,24.0,4.0,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Punjab Kings,0,0,0,0,4,8,0,7.5,0.0,0.0,112.0,112.0
1,Harpreet Brar,8,,,,,,2.0,15.0,12.0,0.0,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Punjab Kings,0,0,0,0,0,0,0,7.5,0.0,0.0,0.0,0.0
1,Arshdeep Singh,8,,,,,,2.0,44.0,24.0,2.0,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Punjab Kings,0,0,0,0,0,0,0,11.0,0.0,0.0,50.0,50.0
2,KM Asif,8,,,,,,1.0,49.0,24.0,0.0,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,0,0,0,0,0,0,0,12.25,0.0,0.0,0.0,0.0
2,YBK Jaiswal,8,11.0,1.0,1.0,1.0,8.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,0,0,0,0,0,0,0,,0.0,14.0,0.0,14.0
2,SV Samson,8,42.0,5.0,1.0,1.0,25.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,4,0,0,0,0,0,0,,0.0,53.0,0.0,53.0
2,R Ashwin,8,0.0,0.0,0.0,1.0,4.0,1.0,24.0,24.0,2.0,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,0,0,0,-2,0,0,0,6.0,0.0,-2.0,50.0,48.0
2,R Parag,8,20.0,1.0,2.0,1.0,12.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,0,0,0,0,0,0,0,,0.0,25.0,0.0,25.0
2,TA Boult,8,,,,,,1.0,36.0,24.0,0.0,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,0,0,0,0,0,0,0,9.0,0.0,0.0,0.0,0.0
2,JO Holder,8,1.0,0.0,0.0,0.0,1.0,1.0,29.0,24.0,2.0,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,0,0,0,0,0,0,0,7.25,0.0,1.0,50.0,51.0
2,JC Buttler,8,19.0,1.0,1.0,1.0,11.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,0,0,0,0,0,0,0,,0.0,22.0,0.0,22.0
2,Dhruv Jurel,8,32.0,3.0,2.0,0.0,15.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,4,0,0,0,0,0,0,,0.0,43.0,0.0,43.0
2,D Padikkal,8,21.0,1.0,0.0,1.0,26.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,0,0,0,0,0,0,0,,0.0,22.0,0.0,22.0
2,SO Hetmyer,8,36.0,1.0,3.0,1.0,18.0,,,,,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,4,0,0,0,0,0,0,,0.0,47.0,0.0,47.0
2,YS Chahal,8,,,,,,1.0,49.0,24.0,1.0,2023,T20,2023_04_05,Guwahati,Punjab Kings_v_Rajasthan Royals,Rajasthan Royals,0,0,0,0,0,0,0,12.25,0.0,0.0,25.0,25.0
1,AD Russell,9,0.0,0.0,0.0,1.0,1.0,,,,,2023,T20,2023_04_06,Kolkata,Kolkata Knight Riders_v_Royal Challengers Bangalore,Kolkata Knight Riders,0,0,0,-2,0,0,0,,0.0,-2.0,0.0,-2.0
